SampleName,ID,timepoint_cmtv,formula_check,start_date,start_date_yyyy,start_date_mm,start_date_dd.d,measurement_date,measurement_date_yyyy,measurement_month_mm,measurement_date_dd.d,Period,time_d,mgCO2_jar,time_d_cmtv
HEG48-2-1,HEG48,2,,43437.75,2018,12,3.75,12/5/18 10:00,2018,12,5.416666667,pre,1.67,31.76078535,1.67
HEG48-2-2,HEG48,2,,43437.75,2018,12,3.75,12/5/18 10:00,2018,12,5.416666667,pre,1.67,30.04580765,1.67
HEW22-2-1,HEW22,2,,43437.75,2018,12,3.75,12/5/18 10:00,2018,12,5.416666667,pre,1.67,1.298051811,1.67
HEW22-2-2,HEW22,2,,43437.75,2018,12,3.75,12/5/18 10:00,2018,12,5.416666667,pre,1.67,4.861631992,1.67
HEW41-2-1,HEW41,2,,43437.75,2018,12,3.75,12/5/18 10:00,2018,12,5.416666667,pre,1.67,0.644844995,1.67
HEW41-2-2,HEW41,2,,43437.75,2018,12,3.75,12/5/18 10:00,2018,12,5.416666667,pre,1.67,0.609486914,1.67
HEW42-2-1,HEW42,2,,43437.75,2018,12,3.75,12/5/18 10:00,2018,12,5.416666667,pre,1.67,0.386951668,1.67
HEW42-2-2,HEW42,2,,43437.75,2018,12,3.75,12/5/18 10:00,2018,12,5.416666667,pre,1.67,0.413432562,1.67
SEG38-2-1,SEG38,2,,43437.75,2018,12,3.75,12/5/18 10:00,2018,12,5.416666667,pre,1.67,13.38115198,1.67
SEG38-2-2,SEG38,2,,43437.75,2018,12,3.75,12/5/18 10:00,2018,12,5.416666667,pre,1.67,14.40686733,1.67
SEG40-2-1,SEG40,2,,43437.75,2018,12,3.75,12/5/18 10:00,2018,12,5.416666667,pre,1.67,13.91187395,1.67
SEG40-2-2,SEG40,2,,43437.75,2018,12,3.75,12/5/18 10:00,2018,12,5.416666667,pre,1.67,14.12624631,1.67
SEG46-2-1,SEG46,2,,43437.75,2018,12,3.75,12/5/18 10:00,2018,12,5.416666667,pre,1.67,22.13790821,1.67
SEG46-2-2,SEG46,2,,43437.75,2018,12,3.75,12/5/18 10:00,2018,12,5.416666667,pre,1.67,21.86336875,1.67
SEW11-2-1,SEW11,2,,43437.75,2018,12,3.75,12/5/18 10:00,2018,12,5.416666667,pre,1.67,4.200999713,1.67
SEW11-2-2,SEW11,2,,43437.75,2018,12,3.75,12/5/18 10:00,2018,12,5.416666667,pre,1.67,4.611766338,1.67
SEW34-2-1,SEW34,2,,43437.75,2018,12,3.75,12/5/18 10:00,2018,12,5.416666667,pre,1.67,0.360182625,1.67
SEW34-2-2,SEW34,2,,43437.75,2018,12,3.75,12/5/18 10:00,2018,12,5.416666667,pre,1.67,0.240698331,1.67
SEW43-2-1,SEW43,2,,43437.75,2018,12,3.75,12/5/18 10:00,2018,12,5.416666667,pre,1.67,0.159872852,1.67
SEW43-2-2,SEW43,2,,43437.75,2018,12,3.75,12/5/18 10:00,2018,12,5.416666667,pre,1.67,0.310671851,1.67
HEG10-2-1,HEG10,3,,43437.75,2018,12,3.75,12/6/18 10:00,2018,12,6.416666667,pre,2.67,49.79579828,2.67
HEG10-2-2,HEG10,3,,43437.75,2018,12,3.75,12/6/18 10:00,2018,12,6.416666667,pre,2.67,42.59899441,2.67
HEG32-2-1,HEG32,3,,43437.75,2018,12,3.75,12/6/18 10:00,2018,12,6.416666667,pre,2.67,38.14644897,2.67
HEG32-2-2,HEG32,3,,43437.75,2018,12,3.75,12/6/18 10:00,2018,12,6.416666667,pre,2.67,38.94891743,2.67
HEG48-2-1,HEG48,3,,43437.75,2018,12,3.75,12/6/18 10:00,2018,12,6.416666667,pre,2.67,38.87255253,2.67
HEG48-2-2,HEG48,3,,43437.75,2018,12,3.75,12/6/18 10:00,2018,12,6.416666667,pre,2.67,35.7007082,2.67
HEW22-2-1,HEW22,3,,43437.75,2018,12,3.75,12/6/18 10:00,2018,12,6.416666667,pre,2.67,8.520774719,2.67
HEW22-2-2,HEW22,3,,43437.75,2018,12,3.75,12/6/18 10:00,2018,12,6.416666667,pre,2.67,18.77359424,2.67
HEW41-2-1,HEW41,3,,43437.75,2018,12,3.75,12/6/18 10:00,2018,12,6.416666667,pre,2.67,2.032864375,2.67
HEW41-2-2,HEW41,3,,43437.75,2018,12,3.75,12/6/18 10:00,2018,12,6.416666667,pre,2.67,1.600324375,2.67
HEW42-2-1,HEW42,3,,43437.75,2018,12,3.75,12/6/18 10:00,2018,12,6.416666667,pre,2.67,1.317454254,2.67
HEW42-2-2,HEW42,3,,43437.75,2018,12,3.75,12/6/18 10:00,2018,12,6.416666667,pre,2.67,0.721445532,2.67
SEG38-2-1,SEG38,3,,43437.75,2018,12,3.75,12/6/18 10:00,2018,12,6.416666667,pre,2.67,16.75469864,2.67
SEG38-2-2,SEG38,3,,43437.75,2018,12,3.75,12/6/18 10:00,2018,12,6.416666667,pre,2.67,18.53828541,2.67
SEG40-2-1,SEG40,3,,43437.75,2018,12,3.75,12/6/18 10:00,2018,12,6.416666667,pre,2.67,18.69029697,2.67
SEG40-2-2,SEG40,3,,43437.75,2018,12,3.75,12/6/18 10:00,2018,12,6.416666667,pre,2.67,17.87692502,2.67
SEG46-2-1,SEG46,3,,43437.75,2018,12,3.75,12/6/18 10:00,2018,12,6.416666667,pre,2.67,27.69215508,2.67
SEG46-2-2,SEG46,3,,43437.75,2018,12,3.75,12/6/18 10:00,2018,12,6.416666667,pre,2.67,27.53171725,2.67
SEW11-2-1,SEW11,3,,43437.75,2018,12,3.75,12/6/18 10:00,2018,12,6.416666667,pre,2.67,7.359665104,2.67
SEW11-2-2,SEW11,3,,43437.75,2018,12,3.75,12/6/18 10:00,2018,12,6.416666667,pre,2.67,7.700506366,2.67
SEW34-2-1,SEW34,3,,43437.75,2018,12,3.75,12/6/18 10:00,2018,12,6.416666667,pre,2.67,1.345848282,2.67
SEW34-2-2,SEW34,3,,43437.75,2018,12,3.75,12/6/18 10:00,2018,12,6.416666667,pre,2.67,1.02327918,2.67
SEW43-2-1,SEW43,3,,43437.75,2018,12,3.75,12/6/18 10:00,2018,12,6.416666667,pre,2.67,0.309020714,2.67
SEW43-2-2,SEW43,3,,43437.75,2018,12,3.75,12/6/18 10:00,2018,12,6.416666667,pre,2.67,0.710523549,2.67
HEG10-2-1,HEG10,4,,43437.75,2018,12,3.75,12/7/18 14:00,2018,12,7.583333333,pre,3.83,54.59022679,3.83
HEG10-2-2,HEG10,4,,43437.75,2018,12,3.75,12/7/18 14:00,2018,12,7.583333333,pre,3.83,50.39931364,3.83
HEG32-2-1,HEG32,4,,43437.75,2018,12,3.75,12/7/18 14:00,2018,12,7.583333333,pre,3.83,45.80497163,3.83
HEG32-2-2,HEG32,4,,43437.75,2018,12,3.75,12/7/18 14:00,2018,12,7.583333333,pre,3.83,47.900799,3.83
HEG48-2-1,HEG48,4,,43437.75,2018,12,3.75,12/7/18 14:00,2018,12,7.583333333,pre,3.83,47.93498782,3.83
HEG48-2-2,HEG48,4,,43437.75,2018,12,3.75,12/7/18 14:00,2018,12,7.583333333,pre,3.83,43.03559866,3.83
HEW22-2-1,HEW22,4,,43437.75,2018,12,3.75,12/7/18 14:00,2018,12,7.583333333,pre,3.83,11.89785502,3.83
HEW22-2-2,HEW22,4,,43437.75,2018,12,3.75,12/7/18 14:00,2018,12,7.583333333,pre,3.83,24.31277822,3.83
HEW41-2-1,HEW41,4,,43437.75,2018,12,3.75,12/7/18 14:00,2018,12,7.583333333,pre,3.83,7.857232415,3.83
HEW41-2-2,HEW41,4,,43437.75,2018,12,3.75,12/7/18 14:00,2018,12,7.583333333,pre,3.83,9.074870175,3.83
HEW42-2-1,HEW42,4,,43437.75,2018,12,3.75,12/7/18 14:00,2018,12,7.583333333,pre,3.83,5.052103821,3.83
HEW42-2-2,HEW42,4,,43437.75,2018,12,3.75,12/7/18 14:00,2018,12,7.583333333,pre,3.83,1.822769333,3.83
SEG38-2-1,SEG38,4,,43437.75,2018,12,3.75,12/7/18 14:00,2018,12,7.583333333,pre,3.83,18.20888393,3.83
SEG38-2-2,SEG38,4,,43437.75,2018,12,3.75,12/7/18 14:00,2018,12,7.583333333,pre,3.83,20.68107459,3.83
SEG40-2-1,SEG40,4,,43437.75,2018,12,3.75,12/7/18 14:00,2018,12,7.583333333,pre,3.83,21.51784749,3.83
SEG40-2-2,SEG40,4,,43437.75,2018,12,3.75,12/7/18 14:00,2018,12,7.583333333,pre,3.83,20.95671893,3.83
SEG46-2-1,SEG46,4,,43437.75,2018,12,3.75,12/7/18 14:00,2018,12,7.583333333,pre,3.83,28.85731971,3.83
SEG46-2-2,SEG46,4,,43437.75,2018,12,3.75,12/7/18 14:00,2018,12,7.583333333,pre,3.83,28.54185014,3.83
SEW11-2-1,SEW11,4,,43437.75,2018,12,3.75,12/7/18 14:00,2018,12,7.583333333,pre,3.83,8.905933821,3.83
SEW11-2-2,SEW11,4,,43437.75,2018,12,3.75,12/7/18 14:00,2018,12,7.583333333,pre,3.83,9.469751781,3.83
SEW34-2-1,SEW34,4,,43437.75,2018,12,3.75,12/7/18 14:00,2018,12,7.583333333,pre,3.83,3.61228385,3.83
SEW34-2-2,SEW34,4,,43437.75,2018,12,3.75,12/7/18 14:00,2018,12,7.583333333,pre,3.83,3.143057909,3.83
SEW43-2-1,SEW43,4,,43437.75,2018,12,3.75,12/7/18 14:00,2018,12,7.583333333,pre,3.83,1.280038942,3.83
SEW43-2-2,SEW43,4,,43437.75,2018,12,3.75,12/7/18 14:00,2018,12,7.583333333,pre,3.83,3.251606821,3.83
HEG10-2-1,HEG10,5,,43441.59028,2018,12,7.590277778,12/10/18 15:32,2018,12,10.64722222,inc,3.06,23.74552328,6.90
HEG10-2-2,HEG10,5,,43441.59028,2018,12,7.590277778,12/10/18 15:35,2018,12,10.64930556,inc,3.06,24.84086715,6.90
HEG32-2-1,HEG32,5,,43441.59028,2018,12,7.590277778,12/10/18 15:36,2018,12,10.65,inc,3.06,19.75039476,6.90
HEG32-2-2,HEG32,5,,43441.59028,2018,12,7.590277778,12/10/18 15:37,2018,12,10.65069444,inc,3.06,19.28994707,6.90
HEG48-2-1,HEG48,5,,43441.59028,2018,12,7.590277778,12/10/18 15:38,2018,12,10.65138889,inc,3.06,18.38026621,6.90
HEG48-2-2,HEG48,5,,43441.59028,2018,12,7.590277778,12/10/18 15:39,2018,12,10.65208333,inc,3.06,24.05469292,6.90
HEW22-2-1,HEW22,5,,43441.59028,2018,12,7.590277778,12/10/18 15:40,2018,12,10.65277778,inc,3.06,10.22915655,6.90
HEW22-2-2,HEW22,5,,43441.59028,2018,12,7.590277778,12/10/18 15:42,2018,12,10.65416667,inc,3.06,13.98932529,6.90
HEW41-2-1,HEW41,5,,43441.59028,2018,12,7.590277778,12/10/18 15:43,2018,12,10.65486111,inc,3.06,10.05352934,6.90
HEW41-2-2,HEW41,5,,43441.59028,2018,12,7.590277778,12/10/18 15:45,2018,12,10.65625,inc,3.07,14.65662863,6.91
HEW42-2-1,HEW42,5,,43441.59028,2018,12,7.590277778,12/10/18 15:46,2018,12,10.65694444,inc,3.07,5.904216321,6.91
HEW42-2-2,HEW42,5,,43441.59028,2018,12,7.590277778,12/10/18 15:49,2018,12,10.65902778,inc,3.07,6.480512605,6.91
SEG38-2-1,SEG38,5,,43441.59028,2018,12,7.590277778,12/10/18 15:50,2018,12,10.65972222,inc,3.07,6.854717873,6.91
SEG38-2-2,SEG38,5,,43441.59028,2018,12,7.590277778,12/10/18 15:52,2018,12,10.66111111,inc,3.07,7.294664235,6.91
SEG40-2-1,SEG40,5,,43441.59028,2018,12,7.590277778,12/10/18 15:54,2018,12,10.6625,inc,3.07,8.321284581,6.91
SEG40-2-2,SEG40,5,,43441.59028,2018,12,7.590277778,12/10/18 15:57,2018,12,10.66458333,inc,3.07,7.890485958,6.91
SEG46-2-1,SEG46,5,,43441.59028,2018,12,7.590277778,12/10/18 15:58,2018,12,10.66527778,inc,3.07,9.604582813,6.92
SEG46-2-2,SEG46,5,,43441.59028,2018,12,7.590277778,12/10/18 15:59,2018,12,10.66597222,inc,3.08,9.253716594,6.92
SEW11-2-1,SEW11,5,,43441.59028,2018,12,7.590277778,12/10/18 16:02,2018,12,10.66805556,inc,3.08,6.177907813,6.92
SEW11-2-2,SEW11,5,,43441.59028,2018,12,7.590277778,12/10/18 16:03,2018,12,10.66875,inc,3.08,6.170363893,6.92
SEW34-2-1,SEW34,5,,43441.59028,2018,12,7.590277778,12/10/18 16:04,2018,12,10.66944444,inc,3.08,3.492087155,6.92
SEW34-2-2,SEW34,5,,43441.59028,2018,12,7.590277778,12/10/18 16:05,2018,12,10.67013889,inc,3.08,3.752236403,6.92
SEW43-2-1,SEW43,5,,43441.59028,2018,12,7.590277778,12/10/18 16:07,2018,12,10.67152778,inc,3.08,5.791067592,6.92
SEW43-2-2,SEW43,5,,43441.59028,2018,12,7.590277778,12/10/18 16:08,2018,12,10.67222222,inc,3.08,4.140449935,6.92
HEG10-2-1,HEG10,6,,43441.59028,2018,12,7.590277778,12/12/18 14:00,2018,12,12.58333333,inc,4.99,31.60569615,8.83
HEG10-2-2,HEG10,6,,43441.59028,2018,12,7.590277778,12/12/18 15:00,2018,12,12.625,inc,5.03,32.51660587,8.88
HEG32-2-1,HEG32,6,,43441.59028,2018,12,7.590277778,12/12/18 16:00,2018,12,12.66666667,inc,5.08,23.96908339,8.92
HEG32-2-2,HEG32,6,,43441.59028,2018,12,7.590277778,12/12/18 17:00,2018,12,12.70833333,inc,5.12,26.14471624,8.96
HEG48-2-1,HEG48,6,,43441.59028,2018,12,7.590277778,12/12/18 18:00,2018,12,12.75,inc,5.16,33.57807596,9.00
HEG48-2-2,HEG48,6,,43441.59028,2018,12,7.590277778,12/12/18 19:00,2018,12,12.79166667,inc,5.20,29.36693622,9.04
HEW22-2-1,HEW22,6,,43441.59028,2018,12,7.590277778,12/12/18 20:00,2018,12,12.83333333,inc,5.24,12.88174929,9.08
HEW22-2-2,HEW22,6,,43441.59028,2018,12,7.590277778,12/12/18 21:00,2018,12,12.875,inc,5.28,8.969533585,9.13
HEW41-2-1,HEW41,6,,43441.59028,2018,12,7.590277778,12/12/18 22:00,2018,12,12.91666667,inc,5.33,14.11296903,9.17
HEW41-2-2,HEW41,6,,43441.59028,2018,12,7.590277778,12/12/18 23:00,2018,12,12.95833333,inc,5.37,18.61908802,9.21
HEW42-2-1,HEW42,6,,43441.59028,2018,12,7.590277778,12/13/18 0:00,2018,12,13,inc,5.41,10.67218146,9.25
HEW42-2-2,HEW42,6,,43441.59028,2018,12,7.590277778,12/13/18 1:00,2018,12,13.04166667,inc,5.45,10.25281893,9.29
SEG38-2-1,SEG38,6,,43441.59028,2018,12,7.590277778,12/13/18 2:00,2018,12,13.08333333,inc,5.49,10.18097586,9.33
SEG38-2-2,SEG38,6,,43441.59028,2018,12,7.590277778,12/13/18 3:00,2018,12,13.125,inc,5.53,11.32912276,9.38
SEG40-2-1,SEG40,6,,43441.59028,2018,12,7.590277778,12/13/18 4:00,2018,12,13.16666667,inc,5.58,11.70178778,9.42
SEG40-2-2,SEG40,6,,43441.59028,2018,12,7.590277778,12/13/18 5:00,2018,12,13.20833333,inc,5.62,11.28142702,9.46
SEG46-2-1,SEG46,6,,43441.59028,2018,12,7.590277778,12/13/18 6:00,2018,12,13.25,inc,5.66,13.25045109,9.50
SEG46-2-2,SEG46,6,,43441.59028,2018,12,7.590277778,12/13/18 7:00,2018,12,13.29166667,inc,5.70,12.89498285,9.54
SEW11-2-1,SEW11,6,,43441.59028,2018,12,7.590277778,12/13/18 8:00,2018,12,13.33333333,inc,5.74,7.910316558,9.58
SEW11-2-2,SEW11,6,,43441.59028,2018,12,7.590277778,12/13/18 9:00,2018,12,13.375,inc,5.78,8.144295652,9.63
SEW34-2-1,SEW34,6,,43441.59028,2018,12,7.590277778,12/13/18 10:00,2018,12,13.41666667,inc,5.83,4.501156566,9.67
SEW34-2-2,SEW34,6,,43441.59028,2018,12,7.590277778,12/13/18 11:00,2018,12,13.45833333,inc,5.87,4.870968875,9.71
SEW43-2-1,SEW43,6,,43441.59028,2018,12,7.590277778,12/13/18 12:00,2018,12,13.5,inc,5.91,7.497000036,9.75
SEW43-2-2,SEW43,6,,43441.59028,2018,12,7.590277778,12/13/18 13:00,2018,12,13.54166667,inc,5.95,6.398524656,9.79
HEG10-2-1,HEG10,7,,43441.59028,2018,12,7.590277778,12/14/18 9:47,2018,12,14.40763889,inc,6.82,39.76936955,10.66
HEG10-2-2,HEG10,7,,43441.59028,2018,12,7.590277778,12/14/18 9:48,2018,12,14.40833333,inc,6.82,39.58828236,10.66
HEG32-2-1,HEG32,7,,43441.59028,2018,12,7.590277778,12/14/18 9:49,2018,12,14.40902778,inc,6.82,31.7918049,10.66
HEG32-2-2,HEG32,7,,43441.59028,2018,12,7.590277778,12/14/18 9:50,2018,12,14.40972222,inc,6.82,32.39969642,10.66
HEG48-2-1,HEG48,7,,43441.59028,2018,12,7.590277778,12/14/18 0:00,2018,12,14,inc,6.41,,10.25
HEG48-2-2,HEG48,7,,43441.59028,2018,12,7.590277778,12/14/18 0:00,2018,12,14,inc,6.41,,10.25
HEW22-2-1,HEW22,7,,43441.59028,2018,12,7.590277778,12/14/18 9:53,2018,12,14.41180556,inc,6.82,15.41646579,10.66
HEW22-2-2,HEW22,7,,43441.59028,2018,12,7.590277778,12/14/18 9:55,2018,12,14.41319444,inc,6.82,21.46532312,10.66
HEW41-2-1,HEW41,7,,43441.59028,2018,12,7.590277778,12/14/18 0:00,2018,12,14,inc,6.41,,10.25
HEW41-2-2,HEW41,7,,43441.59028,2018,12,7.590277778,12/14/18 0:00,2018,12,14,inc,6.41,,10.25
HEW42-2-1,HEW42,7,,43441.59028,2018,12,7.590277778,12/14/18 9:59,2018,12,14.41597222,inc,6.83,14.1048324,10.67
HEW42-2-2,HEW42,7,,43441.59028,2018,12,7.590277778,12/14/18 10:03,2018,12,14.41875,inc,6.83,13.93187465,10.67
SEG38-2-1,SEG38,7,,43441.59028,2018,12,7.590277778,12/14/18 10:04,2018,12,14.41944444,inc,6.83,13.09249324,10.67
SEG38-2-2,SEG38,7,,43441.59028,2018,12,7.590277778,12/14/18 10:05,2018,12,14.42013889,inc,6.83,14.76516797,10.67
SEG40-2-1,SEG40,7,,43441.59028,2018,12,7.590277778,12/14/18 10:08,2018,12,14.42222222,inc,6.83,16.60927963,10.67
SEG40-2-2,SEG40,7,,43441.59028,2018,12,7.590277778,12/14/18 10:10,2018,12,14.42361111,inc,6.83,14.7834958,10.67
SEG46-2-1,SEG46,7,,43441.59028,2018,12,7.590277778,12/14/18 10:11,2018,12,14.42430556,inc,6.83,16.19420462,10.67
SEG46-2-2,SEG46,7,,43441.59028,2018,12,7.590277778,12/14/18 10:12,2018,12,14.425,inc,6.83,16.95792337,10.68
SEW11-2-1,SEW11,7,,43441.59028,2018,12,7.590277778,12/14/18 10:16,2018,12,14.42777778,inc,6.84,10.06182752,10.68
SEW11-2-2,SEW11,7,,43441.59028,2018,12,7.590277778,12/14/18 10:17,2018,12,14.42847222,inc,6.84,10.39101664,10.68
SEW34-2-1,SEW34,7,,43441.59028,2018,12,7.590277778,12/14/18 10:18,2018,12,14.42916667,inc,6.84,5.566441437,10.68
SEW34-2-2,SEW34,7,,43441.59028,2018,12,7.590277778,12/14/18 10:20,2018,12,14.43055556,inc,6.84,5.677372245,10.68
SEW43-2-1,SEW43,7,,43441.59028,2018,12,7.590277778,12/14/18 10:21,2018,12,14.43125,inc,6.84,9.458256187,10.68
SEW43-2-2,SEW43,7,,43441.59028,2018,12,7.590277778,12/14/18 10:22,2018,12,14.43194444,inc,6.84,7.792434385,10.68
HEG10-2-1,HEG10,8,,43441.59028,2018,12,7.590277778,12/17/18 0:00,2018,12,17,inc,9.41,,13.25
HEG10-2-2,HEG10,8,,43441.59028,2018,12,7.590277778,12/17/18 0:00,2018,12,17,inc,9.41,,13.25
HEG32-2-1,HEG32,8,,43441.59028,2018,12,7.590277778,12/17/18 0:00,2018,12,17,inc,9.41,,13.25
HEG32-2-2,HEG32,8,,43441.59028,2018,12,7.590277778,12/17/18 0:00,2018,12,17,inc,9.41,,13.25
HEG48-2-1,HEG48,8,,43441.59028,2018,12,7.590277778,12/17/18 0:00,2018,12,17,inc,9.41,,13.25
HEG48-2-2,HEG48,8,,43441.59028,2018,12,7.590277778,12/17/18 0:00,2018,12,17,inc,9.41,,13.25
HEW22-2-1,HEW22,8,,43441.59028,2018,12,7.590277778,12/17/18 0:00,2018,12,17,inc,9.41,,13.25
HEW22-2-2,HEW22,8,,43441.59028,2018,12,7.590277778,12/17/18 0:00,2018,12,17,inc,9.41,,13.25
HEW41-2-1,HEW41,8,,43441.59028,2018,12,7.590277778,12/17/18 0:00,2018,12,17,inc,9.41,,13.25
HEW41-2-2,HEW41,8,,43441.59028,2018,12,7.590277778,12/17/18 0:00,2018,12,17,inc,9.41,,13.25
HEW42-2-1,HEW42,8,,43441.59028,2018,12,7.590277778,12/17/18 0:00,2018,12,17,inc,9.41,,13.25
HEW42-2-2,HEW42,8,,43441.59028,2018,12,7.590277778,12/17/18 0:00,2018,12,17,inc,9.41,,13.25
SEG38-2-1,SEG38,8,,43441.59028,2018,12,7.590277778,12/17/18 0:00,2018,12,17,inc,9.41,,13.25
SEG38-2-2,SEG38,8,,43441.59028,2018,12,7.590277778,12/17/18 0:00,2018,12,17,inc,9.41,,13.25
SEG40-2-1,SEG40,8,,43441.59028,2018,12,7.590277778,12/17/18 0:00,2018,12,17,inc,9.41,,13.25
SEG40-2-2,SEG40,8,,43441.59028,2018,12,7.590277778,12/17/18 0:00,2018,12,17,inc,9.41,,13.25
SEG46-2-1,SEG46,8,,43441.59028,2018,12,7.590277778,12/17/18 0:00,2018,12,17,inc,9.41,,13.25
SEG46-2-2,SEG46,8,,43441.59028,2018,12,7.590277778,12/17/18 0:00,2018,12,17,inc,9.41,,13.25
SEW11-2-1,SEW11,8,,43441.59028,2018,12,7.590277778,12/17/18 12:07,2018,12,17.50486111,inc,9.91,12.21969434,13.75
SEW11-2-2,SEW11,8,,43441.59028,2018,12,7.590277778,12/17/18 12:07,2018,12,17.50486111,inc,9.91,12.87433866,13.75
SEW34-2-1,SEW34,8,,43441.59028,2018,12,7.590277778,12/17/18 12:07,2018,12,17.50486111,inc,9.91,6.666383414,13.75
SEW34-2-2,SEW34,8,,43441.59028,2018,12,7.590277778,12/17/18 12:07,2018,12,17.50486111,inc,9.91,7.154742894,13.75
SEW43-2-1,SEW43,8,,43441.59028,2018,12,7.590277778,12/17/18 12:07,2018,12,17.50486111,inc,9.91,12.25994575,13.75
SEW43-2-2,SEW43,8,,43441.59028,2018,12,7.590277778,12/17/18 12:07,2018,12,17.50486111,inc,9.91,10.14443819,13.75
HEG10-2-1,HEG10,9,,43441.59028,2018,12,7.590277778,1/14/19 0:00,2019,1,14,inc,37.41,,41.25
HEG10-2-2,HEG10,9,,43441.59028,2018,12,7.590277778,1/14/19 0:00,2019,1,14,inc,37.41,,41.25
HEG32-2-1,HEG32,9,,43441.59028,2018,12,7.590277778,1/14/19 0:00,2019,1,14,inc,37.41,,41.25
HEG32-2-2,HEG32,9,,43441.59028,2018,12,7.590277778,1/14/19 0:00,2019,1,14,inc,37.41,,41.25
HEG48-2-1,HEG48,9,,43441.59028,2018,12,7.590277778,1/14/19 0:00,2019,1,14,inc,37.41,,41.25
HEG48-2-2,HEG48,9,,43441.59028,2018,12,7.590277778,1/14/19 0:00,2019,1,14,inc,37.41,,41.25
HEW22-2-1,HEW22,9,,43441.59028,2018,12,7.590277778,1/14/19 0:00,2019,1,14,inc,37.41,,41.25
